T_in,C_A0,tau,V,T,C_A,C_B,C_C,success,residual_norm
314.08472153219986,1.0368803021133952,3.6987696169610613,1.5036602642630104,312.4134566329011,1.0367764141981095,0.00010388753564965093,3.796360318280865e-10,True,1.0758467713211826e-17
343.5413752752862,0.8259521065645996,1.7547072410852498,1.882292989142258,341.48087521037144,0.8256217915647345,0.00033030932239180123,5.677473325667178e-09,True,1.2384760975785555e-17
337.4468427342992,1.8334325566796839,6.1530641964596455,1.0570636995813494,333.5766520644166,1.8319385942611004,0.0014939122169916933,5.020159178635142e-08,True,3.069651243900516e-18
336.6333272448334,1.9708406533810554,4.285593669632323,0.4547741522884084,334.2833315444451,1.9696650560805602,0.0011755682781215764,2.9022373679700427e-08,True,3.996073626505763e-17
320.8927161596446,1.1798742240079183,6.692105970878438,0.5322039408078476,316.94109503854406,1.1795684746355555,0.00030574640158154067,2.9707812451262844e-09,True,1.1528208447443162e-17
330.8212774507325,1.3718248383851206,1.4115417004430566,1.3456257042893598,329.6512959444184,1.3716307210060301,0.00019411627111681564,1.1079736547213333e-09,True,9.64095119795563e-18
348.7689401386949,1.5116255440052646,7.238049246265226,1.629188409783319,345.83002651476573,1.5083058542759729,0.0033193688294619363,3.2089982966693806e-07,True,2.211633333449599e-17
334.83247281053036,0.9496053473820303,7.55570559940999,1.7757817234709976,327.7426195268049,0.9489791926614883,0.0006261382343121675,1.6486229886246162e-08,True,1.4700802001512706e-17
337.35763042845565,1.0268597865283238,6.3709073152900215,0.6596207509090822,331.1336618464575,1.0261309225548543,0.0007288429228555002,2.1050614034401413e-08,True,9.83830749932237e-18
334.18823484000063,1.528525561453958,5.159969243285278,1.500504693324803,330.1858337929433,1.527704275468443,0.000821268126273259,1.785924184847422e-08,True,2.3374310331716777e-17
344.5634920097761,1.4566818563898623,1.5088536297955035,0.9753124958174059,343.6976700721538,1.456101209004381,0.0005806373243651347,1.0061116163966233e-08,True,4.5222482441148475e-17
320.7339614521712,1.8112326232417937,1.9530467649114214,0.3593281175328525,319.62951346660196,1.8110640327138983,0.00016858993013211024,5.97763253451597e-10,True,4.315801567962224e-17
318.5200593068432,0.852048319990277,1.11679022890534,0.27370601722322035,317.7775009175938,0.8520089928470549,3.9327074834791994e-05,6.838734889567593e-11,True,5.670019850616432e-17
333.5978716093626,1.0364003581078103,2.4508357881597336,0.2341774187398868,331.21041193087535,1.0361156885970046,0.0002846663292561103,3.1815496093933186e-09,True,3.448962326206959e-17
341.5581911854603,1.5412411866404414,6.209927501241989,0.6959434617622732,337.07167901862056,1.5396254160902458,0.0016156993621060584,7.118808976951466e-08,True,4.1865445000322986e-17
337.75713956249666,1.7844892928237233,4.214504489431968,0.4199080851523649,335.1248533342661,1.7833792217067816,0.0011100424073181962,2.8709623286724457e-08,True,3.4154855885471886e-17
319.26687461921347,1.2019855349158022,4.877486425414679,1.2511664223539407,316.4740617747316,1.2017666144878925,0.00021891893717550148,1.4907343855608116e-09,True,3.5409606779301116e-17
331.94788149644705,0.8680794072756562,5.586903617948432,1.5619978842521003,326.7113114971956,0.8676867788388534,0.000392621388195542,7.048607345443564e-09,True,2.228272046830299e-18
318.29885536119696,1.6824796144585434,5.45768051142457,1.3130981295405821,315.64629910806065,1.6821582413460248,0.0003213708288364149,2.2836821616035635e-09,True,2.094301578405215e-17
358.2060375843204,0.940464807912538,3.1148996217511327,1.9745188416280324,356.6372497623277,0.9387009027294613,0.0017637517293979212,1.534536787907557e-07,True,4.8747916038867926e-17
